model_timestamp,local_datetime_naive,date,hour,dayofweek,month,load,pred_load_lr,pred_load_xgb,error_xgb,abs_error_xgb
2025-11-26 10:00:00,2025-11-26 09:00:00,2025-11-26,9,2,11,11305,11304.849128326938,11307.1455,-2.1455078125,2.1455078125
2025-11-26 11:00:00,2025-11-26 10:00:00,2025-11-26,10,2,11,11342,11316.412143708903,11316.951,25.048828125,25.048828125
2025-11-26 12:00:00,2025-11-26 11:00:00,2025-11-26,11,2,11,11274,11367.02335006499,11380.071,-106.0712890625,106.0712890625
2025-11-26 13:00:00,2025-11-26 12:00:00,2025-11-26,12,2,11,11253,11271.933802177055,11216.279,36.720703125,36.720703125
2025-11-26 14:00:00,2025-11-26 13:00:00,2025-11-26,13,2,11,11265,11305.704873277562,11280.596,-15.595703125,15.595703125
2025-11-26 15:00:00,2025-11-26 14:00:00,2025-11-26,14,2,11,11295,11329.464118001259,11279.474,15.5263671875,15.5263671875
2025-11-26 16:00:00,2025-11-26 15:00:00,2025-11-26,15,2,11,11416,11359.81071927329,11335.073,80.9267578125,80.9267578125
2025-11-26 17:00:00,2025-11-26 16:00:00,2025-11-26,16,2,11,11554,11511.7554343825,11654.085,-100.0849609375,100.0849609375
2025-11-26 18:00:00,2025-11-26 17:00:00,2025-11-26,17,2,11,11740,11630.099312391081,11696.217,43.783203125,43.783203125
2025-11-26 19:00:00,2025-11-26 18:00:00,2025-11-26,18,2,11,11598,11778.191986698115,11632.478,-34.4775390625,34.4775390625
2025-11-26 20:00:00,2025-11-26 19:00:00,2025-11-26,19,2,11,11515,11440.706984125827,11477.892,37.1083984375,37.1083984375
2025-11-26 21:00:00,2025-11-26 20:00:00,2025-11-26,20,2,11,11389,11379.632113344791,11402.511,-13.5107421875,13.5107421875
2025-11-26 22:00:00,2025-11-26 21:00:00,2025-11-26,21,2,11,11226,11217.460713217763,11182.664,43.3359375,43.3359375
2025-11-26 23:00:00,2025-11-26 22:00:00,2025-11-26,22,2,11,10925,11006.952591484744,10947.056,-22.0556640625,22.0556640625
2025-11-27 00:00:00,2025-11-26 23:00:00,2025-11-26,23,2,11,10644,10605.02281834342,10627.616,16.3837890625,16.3837890625
2025-11-27 01:00:00,2025-11-27 00:00:00,2025-11-27,0,3,11,10460,10445.791323604954,10473.664,-13.6640625,13.6640625
2025-11-27 02:00:00,2025-11-27 01:00:00,2025-11-27,1,3,11,10414,10323.10006612246,10357.676,56.32421875,56.32421875
2025-11-27 03:00:00,2025-11-27 02:00:00,2025-11-27,2,3,11,10364,10369.813635589526,10338.003,25.9970703125,25.9970703125
2025-11-27 04:00:00,2025-11-27 03:00:00,2025-11-27,3,3,11,10342,10348.70875084225,10340.364,1.6357421875,1.6357421875
2025-11-27 05:00:00,2025-11-27 04:00:00,2025-11-27,4,3,11,10379,10387.382730479261,10348.402,30.59765625,30.59765625
2025-11-27 06:00:00,2025-11-27 05:00:00,2025-11-27,5,3,11,10577,10505.351510738272,10527.401,49.5986328125,49.5986328125
2025-11-27 07:00:00,2025-11-27 06:00:00,2025-11-27,6,3,11,10976,10817.364999414647,10949.585,26.4150390625,26.4150390625
2025-11-27 08:00:00,2025-11-27 07:00:00,2025-11-27,7,3,11,11390,11285.371379910152,11380.832,9.16796875,9.16796875
2025-11-27 09:00:00,2025-11-27 08:00:00,2025-11-27,8,3,11,11485,11628.751510202126,11512.797,-27.796875,27.796875
2025-11-27 10:00:00,2025-11-27 09:00:00,2025-11-27,9,3,11,11534,11510.92606834134,11545.084,-11.083984375,11.083984375
2025-11-27 11:00:00,2025-11-27 10:00:00,2025-11-27,10,3,11,11556,11522.100447745135,11564.21,-8.2099609375,8.2099609375
2025-11-27 12:00:00,2025-11-27 11:00:00,2025-11-27,11,3,11,11625,11539.533190014501,11579.633,45.3671875,45.3671875
